origin_index,history_start_index,origin_timestamp,history_start_timestamp,split,resolution,resolution_minutes,feature_set,history_hours,history_steps,n_features,history_interpolated_fraction,target_index_h60,target_timestamp_h60,target_index_h120,target_timestamp_h120,target_index_h240,target_timestamp_h240,target_index_h480,target_timestamp_h480
24724,24365,2026-05-29 16:16:00,2026-05-28 16:20:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24739,2026-05-29 17:16:00,24754,2026-05-29 18:16:00,24784,2026-05-29 20:16:00,24844,2026-05-30 00:16:00
24725,24366,2026-05-29 16:20:00,2026-05-28 16:24:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24740,2026-05-29 17:20:00,24755,2026-05-29 18:20:00,24785,2026-05-29 20:20:00,24845,2026-05-30 00:20:00
24726,24367,2026-05-29 16:24:00,2026-05-28 16:28:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24741,2026-05-29 17:24:00,24756,2026-05-29 18:24:00,24786,2026-05-29 20:24:00,24846,2026-05-30 00:24:00
24727,24368,2026-05-29 16:28:00,2026-05-28 16:32:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24742,2026-05-29 17:28:00,24757,2026-05-29 18:28:00,24787,2026-05-29 20:28:00,24847,2026-05-30 00:28:00
24728,24369,2026-05-29 16:32:00,2026-05-28 16:36:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24743,2026-05-29 17:32:00,24758,2026-05-29 18:32:00,24788,2026-05-29 20:32:00,24848,2026-05-30 00:32:00
24729,24370,2026-05-29 16:36:00,2026-05-28 16:40:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24744,2026-05-29 17:36:00,24759,2026-05-29 18:36:00,24789,2026-05-29 20:36:00,24849,2026-05-30 00:36:00
24732,24373,2026-05-29 16:48:00,2026-05-28 16:52:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24747,2026-05-29 17:48:00,24762,2026-05-29 18:48:00,24792,2026-05-29 20:48:00,24852,2026-05-30 00:48:00
24733,24374,2026-05-29 16:52:00,2026-05-28 16:56:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24748,2026-05-29 17:52:00,24763,2026-05-29 18:52:00,24793,2026-05-29 20:52:00,24853,2026-05-30 00:52:00
24734,24375,2026-05-29 16:56:00,2026-05-28 17:00:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24749,2026-05-29 17:56:00,24764,2026-05-29 18:56:00,24794,2026-05-29 20:56:00,24854,2026-05-30 00:56:00
24735,24376,2026-05-29 17:00:00,2026-05-28 17:04:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24750,2026-05-29 18:00:00,24765,2026-05-29 19:00:00,24795,2026-05-29 21:00:00,24855,2026-05-30 01:00:00
24736,24377,2026-05-29 17:04:00,2026-05-28 17:08:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24751,2026-05-29 18:04:00,24766,2026-05-29 19:04:00,24796,2026-05-29 21:04:00,24856,2026-05-30 01:04:00
24737,24378,2026-05-29 17:08:00,2026-05-28 17:12:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24752,2026-05-29 18:08:00,24767,2026-05-29 19:08:00,24797,2026-05-29 21:08:00,24857,2026-05-30 01:08:00
24738,24379,2026-05-29 17:12:00,2026-05-28 17:16:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24753,2026-05-29 18:12:00,24768,2026-05-29 19:12:00,24798,2026-05-29 21:12:00,24858,2026-05-30 01:12:00
24740,24381,2026-05-29 17:20:00,2026-05-28 17:24:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24755,2026-05-29 18:20:00,24770,2026-05-29 19:20:00,24800,2026-05-29 21:20:00,24860,2026-05-30 01:20:00
24741,24382,2026-05-29 17:24:00,2026-05-28 17:28:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24756,2026-05-29 18:24:00,24771,2026-05-29 19:24:00,24801,2026-05-29 21:24:00,24861,2026-05-30 01:24:00
24742,24383,2026-05-29 17:28:00,2026-05-28 17:32:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24757,2026-05-29 18:28:00,24772,2026-05-29 19:28:00,24802,2026-05-29 21:28:00,24862,2026-05-30 01:28:00
24743,24384,2026-05-29 17:32:00,2026-05-28 17:36:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24758,2026-05-29 18:32:00,24773,2026-05-29 19:32:00,24803,2026-05-29 21:32:00,24863,2026-05-30 01:32:00
24744,24385,2026-05-29 17:36:00,2026-05-28 17:40:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.041666666666666664,24759,2026-05-29 18:36:00,24774,2026-05-29 19:36:00,24804,2026-05-29 21:36:00,24864,2026-05-30 01:36:00
24746,24387,2026-05-29 17:44:00,2026-05-28 17:48:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24761,2026-05-29 18:44:00,24776,2026-05-29 19:44:00,24806,2026-05-29 21:44:00,24866,2026-05-30 01:44:00
24747,24388,2026-05-29 17:48:00,2026-05-28 17:52:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24762,2026-05-29 18:48:00,24777,2026-05-29 19:48:00,24807,2026-05-29 21:48:00,24867,2026-05-30 01:48:00
24748,24389,2026-05-29 17:52:00,2026-05-28 17:56:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24763,2026-05-29 18:52:00,24778,2026-05-29 19:52:00,24808,2026-05-29 21:52:00,24868,2026-05-30 01:52:00
24749,24390,2026-05-29 17:56:00,2026-05-28 18:00:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24764,2026-05-29 18:56:00,24779,2026-05-29 19:56:00,24809,2026-05-29 21:56:00,24869,2026-05-30 01:56:00
24750,24391,2026-05-29 18:00:00,2026-05-28 18:04:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24765,2026-05-29 19:00:00,24780,2026-05-29 20:00:00,24810,2026-05-29 22:00:00,24870,2026-05-30 02:00:00
24751,24392,2026-05-29 18:04:00,2026-05-28 18:08:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24766,2026-05-29 19:04:00,24781,2026-05-29 20:04:00,24811,2026-05-29 22:04:00,24871,2026-05-30 02:04:00
24752,24393,2026-05-29 18:08:00,2026-05-28 18:12:00,train,4min,4,SHT_AUX_TIME,24,360,8,0.03888888888888889,24767,2026-05-29 19:08:00,24782,2026-05-29 20:08:00,24812,2026-05-29 22:08:00,24872,2026-05-30 02:08:00
