origin_index,history_start_index,origin_timestamp,history_start_timestamp,split,resolution,resolution_minutes,feature_set,history_hours,history_steps,n_features,history_interpolated_fraction,target_index_h60,target_timestamp_h60,target_index_h120,target_timestamp_h120,target_index_h240,target_timestamp_h240,target_index_h480,target_timestamp_h480
24545,24366,2026-05-29 04:20:00,2026-05-28 16:24:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24560,2026-05-29 05:20:00,24575,2026-05-29 06:20:00,24605,2026-05-29 08:20:00,24665,2026-05-29 12:20:00
24546,24367,2026-05-29 04:24:00,2026-05-28 16:28:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24561,2026-05-29 05:24:00,24576,2026-05-29 06:24:00,24606,2026-05-29 08:24:00,24666,2026-05-29 12:24:00
24547,24368,2026-05-29 04:28:00,2026-05-28 16:32:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24562,2026-05-29 05:28:00,24577,2026-05-29 06:28:00,24607,2026-05-29 08:28:00,24667,2026-05-29 12:28:00
24548,24369,2026-05-29 04:32:00,2026-05-28 16:36:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24563,2026-05-29 05:32:00,24578,2026-05-29 06:32:00,24608,2026-05-29 08:32:00,24668,2026-05-29 12:32:00
24549,24370,2026-05-29 04:36:00,2026-05-28 16:40:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24564,2026-05-29 05:36:00,24579,2026-05-29 06:36:00,24609,2026-05-29 08:36:00,24669,2026-05-29 12:36:00
24550,24371,2026-05-29 04:40:00,2026-05-28 16:44:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24565,2026-05-29 05:40:00,24580,2026-05-29 06:40:00,24610,2026-05-29 08:40:00,24670,2026-05-29 12:40:00
24551,24372,2026-05-29 04:44:00,2026-05-28 16:48:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24566,2026-05-29 05:44:00,24581,2026-05-29 06:44:00,24611,2026-05-29 08:44:00,24671,2026-05-29 12:44:00
24552,24373,2026-05-29 04:48:00,2026-05-28 16:52:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24567,2026-05-29 05:48:00,24582,2026-05-29 06:48:00,24612,2026-05-29 08:48:00,24672,2026-05-29 12:48:00
24553,24374,2026-05-29 04:52:00,2026-05-28 16:56:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24568,2026-05-29 05:52:00,24583,2026-05-29 06:52:00,24613,2026-05-29 08:52:00,24673,2026-05-29 12:52:00
24554,24375,2026-05-29 04:56:00,2026-05-28 17:00:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24569,2026-05-29 05:56:00,24584,2026-05-29 06:56:00,24614,2026-05-29 08:56:00,24674,2026-05-29 12:56:00
24555,24376,2026-05-29 05:00:00,2026-05-28 17:04:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24570,2026-05-29 06:00:00,24585,2026-05-29 07:00:00,24615,2026-05-29 09:00:00,24675,2026-05-29 13:00:00
24556,24377,2026-05-29 05:04:00,2026-05-28 17:08:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24571,2026-05-29 06:04:00,24586,2026-05-29 07:04:00,24616,2026-05-29 09:04:00,24676,2026-05-29 13:04:00
24557,24378,2026-05-29 05:08:00,2026-05-28 17:12:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24572,2026-05-29 06:08:00,24587,2026-05-29 07:08:00,24617,2026-05-29 09:08:00,24677,2026-05-29 13:08:00
24558,24379,2026-05-29 05:12:00,2026-05-28 17:16:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24573,2026-05-29 06:12:00,24588,2026-05-29 07:12:00,24618,2026-05-29 09:12:00,24678,2026-05-29 13:12:00
24559,24380,2026-05-29 05:16:00,2026-05-28 17:20:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24574,2026-05-29 06:16:00,24589,2026-05-29 07:16:00,24619,2026-05-29 09:16:00,24679,2026-05-29 13:16:00
24560,24381,2026-05-29 05:20:00,2026-05-28 17:24:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24575,2026-05-29 06:20:00,24590,2026-05-29 07:20:00,24620,2026-05-29 09:20:00,24680,2026-05-29 13:20:00
24561,24382,2026-05-29 05:24:00,2026-05-28 17:28:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24576,2026-05-29 06:24:00,24591,2026-05-29 07:24:00,24621,2026-05-29 09:24:00,24681,2026-05-29 13:24:00
24562,24383,2026-05-29 05:28:00,2026-05-28 17:32:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24577,2026-05-29 06:28:00,24592,2026-05-29 07:28:00,24622,2026-05-29 09:28:00,24682,2026-05-29 13:28:00
24564,24385,2026-05-29 05:36:00,2026-05-28 17:40:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24579,2026-05-29 06:36:00,24594,2026-05-29 07:36:00,24624,2026-05-29 09:36:00,24684,2026-05-29 13:36:00
24565,24386,2026-05-29 05:40:00,2026-05-28 17:44:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24580,2026-05-29 06:40:00,24595,2026-05-29 07:40:00,24625,2026-05-29 09:40:00,24685,2026-05-29 13:40:00
24567,24388,2026-05-29 05:48:00,2026-05-28 17:52:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24582,2026-05-29 06:48:00,24597,2026-05-29 07:48:00,24627,2026-05-29 09:48:00,24687,2026-05-29 13:48:00
24568,24389,2026-05-29 05:52:00,2026-05-28 17:56:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24583,2026-05-29 06:52:00,24598,2026-05-29 07:52:00,24628,2026-05-29 09:52:00,24688,2026-05-29 13:52:00
24569,24390,2026-05-29 05:56:00,2026-05-28 18:00:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24584,2026-05-29 06:56:00,24599,2026-05-29 07:56:00,24629,2026-05-29 09:56:00,24689,2026-05-29 13:56:00
24572,24393,2026-05-29 06:08:00,2026-05-28 18:12:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24587,2026-05-29 07:08:00,24602,2026-05-29 08:08:00,24632,2026-05-29 10:08:00,24692,2026-05-29 14:08:00
24573,24394,2026-05-29 06:12:00,2026-05-28 18:16:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24588,2026-05-29 07:12:00,24603,2026-05-29 08:12:00,24633,2026-05-29 10:12:00,24693,2026-05-29 14:12:00
24574,24395,2026-05-29 06:16:00,2026-05-28 18:20:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24589,2026-05-29 07:16:00,24604,2026-05-29 08:16:00,24634,2026-05-29 10:16:00,24694,2026-05-29 14:16:00
24575,24396,2026-05-29 06:20:00,2026-05-28 18:24:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24590,2026-05-29 07:20:00,24605,2026-05-29 08:20:00,24635,2026-05-29 10:20:00,24695,2026-05-29 14:20:00
24576,24397,2026-05-29 06:24:00,2026-05-28 18:28:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24591,2026-05-29 07:24:00,24606,2026-05-29 08:24:00,24636,2026-05-29 10:24:00,24696,2026-05-29 14:24:00
24577,24398,2026-05-29 06:28:00,2026-05-28 18:32:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24592,2026-05-29 07:28:00,24607,2026-05-29 08:28:00,24637,2026-05-29 10:28:00,24697,2026-05-29 14:28:00
24579,24400,2026-05-29 06:36:00,2026-05-28 18:40:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24594,2026-05-29 07:36:00,24609,2026-05-29 08:36:00,24639,2026-05-29 10:36:00,24699,2026-05-29 14:36:00
24580,24401,2026-05-29 06:40:00,2026-05-28 18:44:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24595,2026-05-29 07:40:00,24610,2026-05-29 08:40:00,24640,2026-05-29 10:40:00,24700,2026-05-29 14:40:00
24581,24402,2026-05-29 06:44:00,2026-05-28 18:48:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24596,2026-05-29 07:44:00,24611,2026-05-29 08:44:00,24641,2026-05-29 10:44:00,24701,2026-05-29 14:44:00
24582,24403,2026-05-29 06:48:00,2026-05-28 18:52:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24597,2026-05-29 07:48:00,24612,2026-05-29 08:48:00,24642,2026-05-29 10:48:00,24702,2026-05-29 14:48:00
24583,24404,2026-05-29 06:52:00,2026-05-28 18:56:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24598,2026-05-29 07:52:00,24613,2026-05-29 08:52:00,24643,2026-05-29 10:52:00,24703,2026-05-29 14:52:00
24585,24406,2026-05-29 07:00:00,2026-05-28 19:04:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24600,2026-05-29 08:00:00,24615,2026-05-29 09:00:00,24645,2026-05-29 11:00:00,24705,2026-05-29 15:00:00
24586,24407,2026-05-29 07:04:00,2026-05-28 19:08:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24601,2026-05-29 08:04:00,24616,2026-05-29 09:04:00,24646,2026-05-29 11:04:00,24706,2026-05-29 15:04:00
24587,24408,2026-05-29 07:08:00,2026-05-28 19:12:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24602,2026-05-29 08:08:00,24617,2026-05-29 09:08:00,24647,2026-05-29 11:08:00,24707,2026-05-29 15:08:00
24588,24409,2026-05-29 07:12:00,2026-05-28 19:16:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24603,2026-05-29 08:12:00,24618,2026-05-29 09:12:00,24648,2026-05-29 11:12:00,24708,2026-05-29 15:12:00
24589,24410,2026-05-29 07:16:00,2026-05-28 19:20:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24604,2026-05-29 08:16:00,24619,2026-05-29 09:16:00,24649,2026-05-29 11:16:00,24709,2026-05-29 15:16:00
24590,24411,2026-05-29 07:20:00,2026-05-28 19:24:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24605,2026-05-29 08:20:00,24620,2026-05-29 09:20:00,24650,2026-05-29 11:20:00,24710,2026-05-29 15:20:00
24591,24412,2026-05-29 07:24:00,2026-05-28 19:28:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24606,2026-05-29 08:24:00,24621,2026-05-29 09:24:00,24651,2026-05-29 11:24:00,24711,2026-05-29 15:24:00
24592,24413,2026-05-29 07:28:00,2026-05-28 19:32:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.03888888888888889,24607,2026-05-29 08:28:00,24622,2026-05-29 09:28:00,24652,2026-05-29 11:28:00,24712,2026-05-29 15:28:00
24593,24414,2026-05-29 07:32:00,2026-05-28 19:36:00,train,4min,4,SHT_AUX_TIME,12,180,8,0.044444444444444446,24608,2026-05-29 08:32:00,24623,2026-05-29 09:32:00,24653,2026-05-29 11:32:00,24713,2026-05-29 15:32:00
